catalog_id,name,registry_name,category,stage,enabled,runnable,expected_direction,source_project,source_file,source_function,source_commit,license,compute_adapter,required_fields,labels,notes
kunquant_alpha101_metadata_catalog,kunquant_alpha101_alpha099,alpha099,alpha101,alpha101_source_audit_adapter_pending,False,False,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha099,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,kunquant_alpha101_adapter_pending,"$high,$low,$volume","label_10d_t1,label_20d_t1",Metadata only. Formula exists in KunQuant all_alpha; adapter and V4 validation are pending.
kunquant_alpha101_metadata_catalog,kunquant_alpha101_alpha101,alpha101,alpha101,alpha101_source_audit_adapter_pending,False,False,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha101,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,kunquant_alpha101_adapter_pending,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",Metadata only. Formula exists in KunQuant all_alpha; adapter and V4 validation are pending.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha002,alpha002,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha002,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha003,alpha003,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha003,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha004,alpha004,alpha101,alpha101_adapter_v4_smoke_passed,True,True,watch,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha004,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$low,"label_10d_t1,label_20d_t1",Generated from KunQuant pandas reference smoke; coverage=0.942281 V4 smoke passed for selected Alpha101 adapter factor.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha005,alpha005,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha005,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha006,alpha006,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha006,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha008,alpha008,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha008,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha009,alpha009,alpha101,alpha101_adapter_v4_smoke_passed,True,True,watch,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha009,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Generated from KunQuant pandas reference smoke; coverage=0.987213 V4 smoke passed for selected Alpha101 adapter factor.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha010,alpha010,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha010,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha011,alpha011,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha011,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha012,alpha012,alpha101,alpha101_adapter_v4_smoke_passed,True,True,watch,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha012,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Generated from KunQuant pandas reference smoke; coverage=0.987213 V4 smoke passed for selected Alpha101 adapter factor.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha013,alpha013,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha013,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha014,alpha014,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha014,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha015,alpha015,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha015,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha016,alpha016,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha016,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha017,alpha017,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha017,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha018,alpha018,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha018,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha020,alpha020,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha020,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha022,alpha022,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha022,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha024,alpha024,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha024,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha025,alpha025,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha025,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha026,alpha026,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha026,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha028,alpha028,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha028,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha029,alpha029,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha029,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha030,alpha030,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha030,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha031,alpha031,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha031,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha033,alpha033,alpha101,alpha101_adapter_v4_smoke_passed,True,True,watch,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha033,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open","label_10d_t1,label_20d_t1",Generated from KunQuant pandas reference smoke; coverage=0.993685 V4 smoke passed for selected Alpha101 adapter factor.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha034,alpha034,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha034,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha035,alpha035,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha035,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha038,alpha038,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha038,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$open","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha040,alpha040,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha040,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha041,alpha041,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha041,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha042,alpha042,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha042,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha043,alpha043,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha043,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha044,alpha044,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha044,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha045,alpha045,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha045,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha046,alpha046,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha046,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha047,alpha047,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha047,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha049,alpha049,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha049,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha050,alpha050,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha050,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha051,alpha051,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha051,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,$close,"label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha053,alpha053,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha053,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha054,alpha054,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha054,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha055,alpha055,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha055,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha057,alpha057,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha057,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha060,alpha060,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha060,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha062,alpha062,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha062,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha064,alpha064,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha064,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha066,alpha066,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha066,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha071,alpha071,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha071,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha072,alpha072,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha072,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha073,alpha073,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha073,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha074,alpha074,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha074,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$high,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha077,alpha077,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha077,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha078,alpha078,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha078,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha083,alpha083,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha083,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha084,alpha084,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha084,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha085,alpha085,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha085,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha088,alpha088,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha088,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha092,alpha092,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha092,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha094,alpha094,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha094,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha095,alpha095,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha095,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$high,$low,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha096,alpha096,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha096,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$close,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha098,alpha098,alpha101,alpha101_adapter_v4_batch_passed,True,True,watch,kunquant_alpha101,KunQuant/predefined/Alpha101.py,alpha098,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$amount,$open,$volume","label_10d_t1,label_20d_t1",Alpha101 batch V4 passed.
kunquant_alpha101_promoted_catalog,kunquant_alpha101_alpha101,alpha101,alpha101,alpha101_adapter_v4_smoke_passed,True,True,watch,kunquant_alpha101,tests/KunTestUtil/ref_alpha101.py,alpha101,d4b9e61f729df347730aa921b539b9df3c3fe36d,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",Generated from KunQuant pandas reference smoke; coverage=0.993685 V4 smoke passed for selected Alpha101 adapter factor.
qlib_alpha360_smoke_catalog,alpha360_CLOSE0,alpha360_CLOSE0,alpha360_close_window,alpha360_smoke_adapter_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1",Qlib Alpha360 expression: $close/$close
qlib_alpha360_smoke_catalog,alpha360_CLOSE5,alpha360_CLOSE5,alpha360_close_window,alpha360_smoke_adapter_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 5)/$close"
